DrugCom_ID	DrugID_1	Drug_Name_1	Highest_status_1	order_1	DrugID_2	Drug_Name_2	Highest_status_2	order_2	DrugID_3	Drug_Name_3	DrugID_4	Drug_Name_4	Disease_Entry	Source	Highest_status	Cell Line	ZIP	Bliss	Loewe	HSA
DC4YQYC	DMWTAOI	Estramustine	Approved	34	DMNO38U	Bortezomib	Approved	34	.	.	.	.	Mesothelioma	SYNERGxDB Database	Investigative	MSTO	14.11	13.52	1.74	13.8
DCE4P45	DMWTAOI	Estramustine	Approved	34	DMNO38U	Bortezomib	Approved	34	.	.	.	.	Ovarian endometrioid adenocarcinoma	SYNERGxDB Database	Investigative	A2780	4.51	4.98	2.35	7.22
DCA35HV	DMWTAOI	Estramustine	Approved	34	DMPAWBN	GSK525762	Phase 1	17	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	NCIH2122	1.82	9.39	8.17	10.28
DC9QO9X	DMWTAOI	Estramustine	Approved	34	DMPAWBN	GSK525762	Phase 1	17	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	NCIH23	1.24	3.33	0.6	4.23
DCLJ4OU	DMWTAOI	Estramustine	Approved	34	DMPAWBN	GSK525762	Phase 1	17	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	COLO320DM	2.87	8.65	9.68	10.1
DC8ZS1S	DMWTAOI	Estramustine	Approved	34	DMPAWBN	GSK525762	Phase 1	17	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	DLD1	4.35	9.48	5.91	7.29
DCWDSFA	DMWTAOI	Estramustine	Approved	34	DMPAWBN	GSK525762	Phase 1	17	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	HCT116	2.88	11.6	12.47	12.45
DC3V4H5	DMWTAOI	Estramustine	Approved	34	DMPAWBN	GSK525762	Phase 1	17	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	SW-620	3.29	5.63	1.54	5.25
DC07ECV	DMWTAOI	Estramustine	Approved	34	DMPAWBN	GSK525762	Phase 1	17	.	.	.	.	Amelanotic melanoma	SYNERGxDB Database	Investigative	A2058	0.45	5.19	0.87	4.78
DCRF32H	DMWTAOI	Estramustine	Approved	34	DMPAWBN	GSK525762	Phase 1	17	.	.	.	.	Malignant melanoma	SYNERGxDB Database	Investigative	A375	11.14	15.23	8.76	11.37
DCGWT2C	DMWTAOI	Estramustine	Approved	34	DMPAWBN	GSK525762	Phase 1	17	.	.	.	.	Malignant melanoma	SYNERGxDB Database	Investigative	SKMEL30	10.91	22.09	13.95	16.07
DCFRJSK	DMWTAOI	Estramustine	Approved	34	DMPAWBN	GSK525762	Phase 1	17	.	.	.	.	Malignant melanoma	SYNERGxDB Database	Investigative	UACC62	7.06	8.34	0.14	4.33
DCFMMEG	DMWTAOI	Estramustine	Approved	34	DMPAWBN	GSK525762	Phase 1	17	.	.	.	.	Mesothelioma	SYNERGxDB Database	Investigative	MSTO	1.27	7.17	6.29	8.67
DCA2HVD	DMWTAOI	Estramustine	Approved	34	DMPAWBN	GSK525762	Phase 1	17	.	.	.	.	Ovarian endometrioid adenocarcinoma	SYNERGxDB Database	Investigative	A2780	17.03	20.43	19.58	22.34
DCB108F	DMWTAOI	Estramustine	Approved	34	DMPAWBN	GSK525762	Phase 1	17	.	.	.	.	Ovarian serous cystadenocarcinoma	SYNERGxDB Database	Investigative	SK-OV-3	2.9	8.22	2.62	6.03
DC3908F	DMWTAOI	Estramustine	Approved	34	DMPAWBN	GSK525762	Phase 1	17	.	.	.	.	Prostate carcinoma	SYNERGxDB Database	Investigative	VCAP	3.99	8.41	1.27	1.52
DCIFQNM	DMWTAOI	Estramustine	Approved	34	DMRHGI9	Cisplatin	Approved	34	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	HCT116	1.96	1.63	3.29	5.7
DCJCSS9	DMWTAOI	Estramustine	Approved	34	DMRKE63	Chlorambucil	Approved	34	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	HCC-2998	5.63	11.77	9.78	5.41
DC3VDT9	DMWTAOI	Estramustine	Approved	34	DMRKE63	Chlorambucil	Approved	34	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	HT29	1.74	2.77	1.62	1.31
DCLFIAK	DMWTAOI	Estramustine	Approved	34	DMRKE63	Chlorambucil	Approved	34	.	.	.	.	Non-small cell lung carcinoma	SYNERGxDB Database	Investigative	HOP-92	0.07	0.22	1.26	2.11
DC3MSK9	DMWTAOI	Estramustine	Approved	34	DMS8IFC	Sorafenib	Approved	34	.	.	.	.	Mesothelioma	SYNERGxDB Database	Investigative	MSTO	7.34	7.2	5.86	8.99
DCMQIZM	DMWTAOI	Estramustine	Approved	34	DMSG91J	ER819762	Investigative	0	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	OVCAR3	1.33	8.5	4.14	3.23
DCS96IZ	DMWTAOI	Estramustine	Approved	34	DMSG91J	ER819762	Investigative	0	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	HCC-2998	3.14	7.65	7.55	6.66
DCCRKMV	DMWTAOI	Estramustine	Approved	34	DMSG91J	ER819762	Investigative	0	.	.	.	.	High grade ovarian serous adenocarcinoma	SYNERGxDB Database	Investigative	OVCAR-4	0.42	3.1	1.22	1.15
DCKCGSQ	DMWTAOI	Estramustine	Approved	34	DMSG91J	ER819762	Investigative	0	.	.	.	.	Melanoma	SYNERGxDB Database	Investigative	MALME-3M	1.95	5.08	4.5	4.61
DCJK8Q2	DMWTAOI	Estramustine	Approved	34	DMT1OZ6	MK-2206	Phase 2	21	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	CAOV3	1.3	3.24	5.92	7.08
DCWKQPN	DMWTAOI	Estramustine	Approved	34	DMT1OZ6	MK-2206	Phase 2	21	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	A427	8.92	8.26	12.36	14.68
DCY6YVA	DMWTAOI	Estramustine	Approved	34	DMT1OZ6	MK-2206	Phase 2	21	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	HCT116	7.16	6.91	4.24	7.67
DCW4WHS	DMWTAOI	Estramustine	Approved	34	DMT1OZ6	MK-2206	Phase 2	21	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	HT29	4.21	3.47	3.48	6.82
DCB9TCN	DMWTAOI	Estramustine	Approved	34	DMT1OZ6	MK-2206	Phase 2	21	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	SW-620	1.07	1.86	5.42	6.14
DC2QJTT	DMWTAOI	Estramustine	Approved	34	DMT1OZ6	MK-2206	Phase 2	21	.	.	.	.	Amelanotic melanoma	SYNERGxDB Database	Investigative	A2058	8.82	6.06	5.66	8.44
DCQ3LJY	DMWTAOI	Estramustine	Approved	34	DMT1OZ6	MK-2206	Phase 2	21	.	.	.	.	Germ cell tumour	SYNERGxDB Database	Investigative	PA1	1.78	3.88	3.23	6.12
DC5BFHA	DMWTAOI	Estramustine	Approved	34	DMT1OZ6	MK-2206	Phase 2	21	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	0.62	0.7	3.68	5.09
DCF1QQ0	DMWTAOI	Estramustine	Approved	34	DMT1OZ6	MK-2206	Phase 2	21	.	.	.	.	Malignant melanoma	SYNERGxDB Database	Investigative	A375	1.91	6	3.67	4.02
DC6ULTO	DMWTAOI	Estramustine	Approved	34	DMT1OZ6	MK-2206	Phase 2	21	.	.	.	.	Malignant melanoma	SYNERGxDB Database	Investigative	HT144	3.79	9.47	10.99	11.69
DCYR7D4	DMWTAOI	Estramustine	Approved	34	DMT1OZ6	MK-2206	Phase 2	21	.	.	.	.	Malignant melanoma	SYNERGxDB Database	Investigative	RPMI7951	0.24	0.17	1.03	3.76
DCD96Y6	DMWTAOI	Estramustine	Approved	34	DMT1OZ6	MK-2206	Phase 2	21	.	.	.	.	Malignant melanoma	SYNERGxDB Database	Investigative	SKMEL30	3.03	8.41	2.83	3.67
DCH9ZH2	DMWTAOI	Estramustine	Approved	34	DMT1OZ6	MK-2206	Phase 2	21	.	.	.	.	Malignant melanoma	SYNERGxDB Database	Investigative	UACC62	3.97	6.7	7.44	9.58
DCIJJ1U	DMWTAOI	Estramustine	Approved	34	DMT1OZ6	MK-2206	Phase 2	21	.	.	.	.	Mesothelioma	SYNERGxDB Database	Investigative	MSTO	4	4.21	3.92	7.67
DCT74DR	DMWTAOI	Estramustine	Approved	34	DMT1OZ6	MK-2206	Phase 2	21	.	.	.	.	Ovarian endometrioid adenocarcinoma	SYNERGxDB Database	Investigative	A2780	10.56	10.56	15.47	17.97
DCPEDS3	DMWTAOI	Estramustine	Approved	34	DMT5GNL	Romidepsin	Approved	34	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	NCIH23	1.01	2.59	1	3.02
DC3VT2N	DMWTAOI	Estramustine	Approved	34	DMTA5OE	Azacitidine	Approved	34	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	HT29	1.61	6.07	3	6.13
DCNC6I0	DMWTAOI	Estramustine	Approved	34	DMTA5OE	Azacitidine	Approved	34	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	4.08	7.01	3.07	7.8
DCJQ3DP	DMWTAOI	Estramustine	Approved	34	DMTGBAX	Pomalidomide	Approved	34	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	OVCAR3	7.33	12.81	9.7	3.48
DCNEM58	DMWTAOI	Estramustine	Approved	34	DMTGBAX	Pomalidomide	Approved	34	.	.	.	.	Lung adenocarcinoma	SYNERGxDB Database	Investigative	HOP-62	0.83	3.55	4.42	4.88
DC9C68W	DMWTAOI	Estramustine	Approved	34	DMTGBAX	Pomalidomide	Approved	34	.	.	.	.	Ovarian serous cystadenocarcinoma	SYNERGxDB Database	Investigative	SK-OV-3	3.04	7.74	0.17	0.17
DCRXVAT	DMWTAOI	Estramustine	Approved	34	DMTM2IK	Mercaptopurine	Preclinical	2.1	.	.	.	.	Melanoma	SYNERGxDB Database	Investigative	SK-MEL-2	3.36	7.68	2.73	5.86
DCPGLMJ	DMWTAOI	Estramustine	Approved	34	DMU8L7C	Mepacrine	Investigative	0	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	OVCAR3	4.35	8.9	0	0.93
DCO7QWE	DMWTAOI	Estramustine	Approved	34	DMU8L7C	Mepacrine	Investigative	0	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	SW-620	5.53	7.83	1	0.95
DCQPNAT	DMWTAOI	Estramustine	Approved	34	DMU8L7C	Mepacrine	Investigative	0	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	HCT116	9.72	14.29	8.82	5.93
DCDJN9W	DMWTAOI	Estramustine	Approved	34	DMU8L7C	Mepacrine	Investigative	0	.	.	.	.	High grade ovarian serous adenocarcinoma	SYNERGxDB Database	Investigative	OVCAR-5	1.63	9.35	1.55	3.33
DCZWKDR	DMWTAOI	Estramustine	Approved	34	DMU8L7C	Mepacrine	Investigative	0	.	.	.	.	High grade ovarian serous adenocarcinoma	SYNERGxDB Database	Investigative	NCI\\/ADR-RES	8.37	11.43	4.4	2.77
DCR889E	DMWTAOI	Estramustine	Approved	34	DMU8L7C	Mepacrine	Investigative	0	.	.	.	.	Melanoma	SYNERGxDB Database	Investigative	SK-MEL-2	6.65	9.02	2.21	4.1
DCF6E51	DMWTAOI	Estramustine	Approved	34	DMWGV8N	PMID28870136-Compound-43	Patented	15.5	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	SW-620	3.55	5.53	2.15	1.44
DCB6SZR	DMWTAOI	Estramustine	Approved	34	DMWGV8N	PMID28870136-Compound-43	Patented	15.5	.	.	.	.	Lung adenocarcinoma	SYNERGxDB Database	Investigative	MDA-MB-231	1.16	2.1	0.76	0.09
DC7GLWM	DMWTAOI	Estramustine	Approved	34	DMWGV8N	PMID28870136-Compound-43	Patented	15.5	.	.	.	.	Lung adenocarcinoma 	SYNERGxDB Database	Investigative	NCI-H522	0.52	7.26	4.07	5.89
DCC5T5D	DMWTAOI	Estramustine	Approved	34	DMWIDJK	FORMESTANE	Withdrawn from market	12	.	.	.	.	Cutaneous melanoma	SYNERGxDB Database	Investigative	SK-MEL-5	0.05	4.28	1.51	1.5
DC461Y6	DMWTAOI	Estramustine	Approved	34	DMWIDJK	FORMESTANE	Withdrawn from market	12	.	.	.	.	Malignant melanoma	SYNERGxDB Database	Investigative	LOX IMVI	4.33	9.29	2.13	2.15
DCAG39G	DMWTAOI	Estramustine	Approved	34	DMWNHPC	Aminolevulinic Acid Hydrochloride	Approved	34	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	OVCAR3	10.91	9.91	2.61	5.39
DCNDLEH	DMWTAOI	Estramustine	Approved	34	DMWNHPC	Aminolevulinic Acid Hydrochloride	Approved	34	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	A549	4.67	8.74	6.91	11.39
DCIZBFU	DMWTAOI	Estramustine	Approved	34	DMWNHPC	Aminolevulinic Acid Hydrochloride	Approved	34	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	8.22	7.47	8.72	11.45
DCXDHZW	DMWTAOI	Estramustine	Approved	34	DMWNHPC	Aminolevulinic Acid Hydrochloride	Approved	34	.	.	.	.	Malignant melanoma	SYNERGxDB Database	Investigative	LOX IMVI	3.85	3.02	6.58	8.25
DC672CD	DMWTAOI	Estramustine	Approved	34	DMXYJ9C	Busulfan	Approved	34	.	.	.	.	Lung adenocarcinoma	SYNERGxDB Database	Investigative	MDA-MB-231	2.83	5.56	2.34	0.96
DCS1KXW	DMWTAOI	Estramustine	Approved	34	DMJV2EK	Dasatinib	Investigative	0	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	CAOV3	2.95	2.27	8.33	9.67
DCRVBEL	DMWTAOI	Estramustine	Approved	34	DMJV2EK	Dasatinib	Investigative	0	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	OVCAR3	0.14	1.07	5.79	6.87
DCY0R1C	DMWTAOI	Estramustine	Approved	34	DMJV2EK	Dasatinib	Investigative	0	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	A427	2.91	2.58	9.04	9.79
DCM3M68	DMWTAOI	Estramustine	Approved	34	DMJV2EK	Dasatinib	Investigative	0	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	NCIH23	8.31	9.75	15.18	16.71
DCKGOPS	DMWTAOI	Estramustine	Approved	34	DMJV2EK	Dasatinib	Investigative	0	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	NCIH520	0.84	3.63	7.51	7.94
DCUFG20	DMWTAOI	Estramustine	Approved	34	DMJV2EK	Dasatinib	Investigative	0	.	.	.	.	Amelanotic melanoma	SYNERGxDB Database	Investigative	A2058	3.62	4.67	6.97	7.98
DCCXCA5	DMWTAOI	Estramustine	Approved	34	DMJV2EK	Dasatinib	Investigative	0	.	.	.	.	Germ cell tumour	SYNERGxDB Database	Investigative	PA1	0.03	0.04	3.11	5.21
DCFPZ5T	DMWTAOI	Estramustine	Approved	34	DMJV2EK	Dasatinib	Investigative	0	.	.	.	.	High grade ovarian serous adenocarcinoma	SYNERGxDB Database	Investigative	NCI\\/ADR-RES	1.52	4.8	3.79	0.61
DC3FL79	DMWTAOI	Estramustine	Approved	34	DMJV2EK	Dasatinib	Investigative	0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	0.24	0.16	2.26	2.8
DCPYYO0	DMWTAOI	Estramustine	Approved	34	DMJV2EK	Dasatinib	Investigative	0	.	.	.	.	Malignant melanoma	SYNERGxDB Database	Investigative	A375	1.19	5.66	1.33	5.95
DCZGYAV	DMWTAOI	Estramustine	Approved	34	DMJV2EK	Dasatinib	Investigative	0	.	.	.	.	Malignant melanoma	SYNERGxDB Database	Investigative	SKMEL30	13.14	19.98	2.71	5.06
DC5NBBO	DMWTAOI	Estramustine	Approved	34	DMJV2EK	Dasatinib	Investigative	0	.	.	.	.	Mesothelioma	SYNERGxDB Database	Investigative	MSTO	8.95	9.01	13.51	14.47
DCB5DFX	DMWTAOI	Estramustine	Approved	34	DMJV2EK	Dasatinib	Investigative	0	.	.	.	.	Non small cell carcinoma	SYNERGxDB Database	Investigative	SKMES1	0.98	0.62	2	4.9
DCT3GH5	DMWTAOI	Estramustine	Approved	34	DMJV2EK	Dasatinib	Investigative	0	.	.	.	.	Non-small cell lung carcinoma	SYNERGxDB Database	Investigative	HOP-92	1.36	5.91	2.91	2.98
DCZXKUI	DMWTAOI	Estramustine	Approved	34	DMJV2EK	Dasatinib	Investigative	0	.	.	.	.	Ovarian endometrioid adenocarcinoma	SYNERGxDB Database	Investigative	A2780	17.35	17.3	26.39	26.77
DC8N67L	DMWTAOI	Estramustine	Approved	34	DMJV2EK	Dasatinib	Investigative	0	.	.	.	.	Ovarian serous cystadenocarcinoma	SYNERGxDB Database	Investigative	SK-OV-3	0.97	0.38	1.67	4.35
DCTK4D2	DMWTAOI	Estramustine	Approved	34	DMJV2EK	Dasatinib	Investigative	0	.	.	.	.	Prostate carcinoma	SYNERGxDB Database	Investigative	VCAP	4.63	11.49	5.68	8.01
DC1JEAH	DM62UG5	Vemurafenib	Approved	34	DM8BKU9	Acitretin	Approved	34	.	.	.	.	Malignant Melanoma	ClinicalTrials.gov	Phase 2	.	.	.	.	.
DCM00AS	DM62UG5	Vemurafenib	Approved	34	DMX6OE3	Dabrafenib	Approved	34	.	.	.	.	Metastatic Melanoma (Carrying BRAF V600 Mutation)	ClinicalTrials.gov	Phase 2	.	.	.	.	.
DC0N038	DM62UG5	Vemurafenib	Approved	34	DMQCTIH	Digoxin	Approved	34	.	.	.	.	Malignant Melanoma, Neoplasms	ClinicalTrials.gov	Phase 1	.	.	.	.	.
DC73N96	DM62UG5	Vemurafenib	Approved	34	DMYISJK	PX-866	Phase 2	21	.	.	.	.	Advanced BRAF-mutant Cancers	ClinicalTrials.gov	Phase 1	.	.	.	.	.
DCC3LRD	DM62UG5	Vemurafenib	Approved	34	DM8X2EH	Everolimus	Approved	34	.	.	.	.	Advanced Cancer	ClinicalTrials.gov	Phase 1	.	.	.	.	.
DCD7H3V	DM62UG5	Vemurafenib	Approved	34	DMF9M57	Cotellic	Phase 3	25	.	.	.	.	Malignant Melanoma	ClinicalTrials.gov	Phase 1	.	.	.	.	.
DCFINOO	DM62UG5	Vemurafenib	Approved	34	DMS104F	Temsirolimus	Approved	34	.	.	.	.	Advanced Cancer	ClinicalTrials.gov	Phase 1	.	.	.	.	.
DCHDSD2	DM62UG5	Vemurafenib	Approved	34	DMR8ONJ	Leflunomide	Approved	34	.	.	.	.	Melanoma	ClinicalTrials.gov	Phase 1	.	.	.	.	.
DCH54QW	DM62UG5	Vemurafenib	Approved	34	DMDY08K	GDC-0623	Phase 1	17	.	.	.	.	Melanoma	TTD Database	Phase 1	.	.	.	.	.
DC65DSE	DM62UG5	Vemurafenib	Approved	34	DMG281S	Carboplatin	Approved	34	DMLB81S	Paclitaxel	.	.	Advanced Cancers	ClinicalTrials.gov	Phase 1	.	.	.	.	.
DC5EY8U	DM62UG5	Vemurafenib	Approved	34	DMH75KV	Acenocoumarol	Approved	34	.	.	.	.	Malignant Melanoma, Neoplasms	ClinicalTrials.gov	Phase 1	.	.	.	.	.
DCBAW91	DM62UG5	Vemurafenib	Approved	34	DMLOS5R	Bay 80-6946	Approved	34	.	.	.	.	Thyroid Carcinoma	ClinicalTrials.gov	Phase 1	.	.	.	.	.
DCNYWZJ	DM62UG5	Vemurafenib	Approved	34	DMR2IQ4	Tizanidine	Approved	34	.	.	.	.	Malignant Melanoma, Neoplasms	ClinicalTrials.gov	Phase 1	.	.	.	.	.
DCYAYKI	DM62UG5	Vemurafenib	Approved	34	DMIYDT4	Cabozantinib	Approved	34	.	.	.	.	Recurrent Melanoma	ClinicalTrials.gov	Phase 1	.	.	.	.	.
DCKBTCJ	DM62UG5	Vemurafenib	Approved	34	DM0HXDS	Pentostatin	Approved	34	.	.	.	.	Invasive ductal carcinoma	JAAKS Dataset	Investigative	HS 578T	3.32	7.9	1.5	1.5
DC5GTFG	DM62UG5	Vemurafenib	Approved	34	DM0HXDS	Pentostatin	Approved	34	.	.	.	.	Invasive ductal carcinoma	JAAKS Dataset	Investigative	BT-549	2.73	9.53	6.42	7.29
DCUFP8H	DM62UG5	Vemurafenib	Approved	34	DM0YZC6	Fulvestrant	Approved	34	.	.	.	.	Carcinoma	JAAKS Dataset	Investigative	MCF7	4.06	6.44	1.53	5.51
DCDU9UY	DM62UG5	Vemurafenib	Approved	34	DM0YZC6	Fulvestrant	Approved	34	.	.	.	.	Invasive ductal carcinoma	JAAKS Dataset	Investigative	T-47D	3.19	5.06	4.38	4.97
DCQNFH2	DM62UG5	Vemurafenib	Approved	34	DM0YZC6	Fulvestrant	Approved	34	.	.	.	.	Invasive ductal carcinoma	JAAKS Dataset	Investigative	BT-549	1.39	6.45	4.02	3.82
DC2AACB	DM62UG5	Vemurafenib	Approved	34	DM15F0X	Gefitinib	Approved	34	.	.	.	.	Breast adenocarcinoma	JAAKS Dataset	Investigative	MDA-MB-468	16.2	18.11	15.2	18.26
DCJ67C0	DM62UG5	Vemurafenib	Approved	34	DM15F0X	Gefitinib	Approved	34	.	.	.	.	Carcinoma	JAAKS Dataset	Investigative	MCF7	2.06	7.76	4.85	6.54
DCBQUSX	DM62UG5	Vemurafenib	Approved	34	DM15F0X	Gefitinib	Approved	34	.	.	.	.	Colon adenocarcinoma	JAAKS Dataset	Investigative	COLO 205	10.6	12.98	2.14	14.31
DCUB1LX	DM62UG5	Vemurafenib	Approved	34	DM15F0X	Gefitinib	Approved	34	.	.	.	.	Invasive ductal carcinoma	JAAKS Dataset	Investigative	T-47D	1.11	8.8	6.81	8.52
DCO6NLJ	DM62UG5	Vemurafenib	Approved	34	DM15F0X	Gefitinib	Approved	34	.	.	.	.	Invasive ductal carcinoma	JAAKS Dataset	Investigative	BT-549	1.85	9.51	0.65	7.5
DC6U1Y2	DM62UG5	Vemurafenib	Approved	34	DM15F0X	Gefitinib	Approved	34	.	.	.	.	Invasive ductal carcinoma	JAAKS Dataset	Investigative	HS 578T	7.13	15.7	5.02	9.84
DCM6EEB	DM62UG5	Vemurafenib	Approved	34	DM2AZPP	Hepzato	Phase 3	25	.	.	.	.	Invasive ductal carcinoma	JAAKS Dataset	Investigative	T-47D	1.37	6.66	3.28	4.87
DCL6636	DM62UG5	Vemurafenib	Approved	34	DM2OZ3G	Ixabepilone	Approved	34	.	.	.	.	Carcinoma	JAAKS Dataset	Investigative	MCF7	1.8	8.34	3.64	7.06
DC6WQSH	DM62UG5	Vemurafenib	Approved	34	DM2YGNW	Dactinomycin	Approved	34	.	.	.	.	Breast adenocarcinoma	JAAKS Dataset	Investigative	MDA-MB-468	33.94	33.52	33.08	32.96
DCJF6IN	DM62UG5	Vemurafenib	Approved	34	DM2YGNW	Dactinomycin	Approved	34	.	.	.	.	Carcinoma	JAAKS Dataset	Investigative	RXF 393	18.17	22.07	22.44	22.1
DC8D3U0	DM62UG5	Vemurafenib	Approved	34	DM2YGNW	Dactinomycin	Approved	34	.	.	.	.	Carcinoma	JAAKS Dataset	Investigative	MCF7	22.27	27.81	27.34	26.29
DC2W0GH	DM62UG5	Vemurafenib	Approved	34	DM2YGNW	Dactinomycin	Approved	34	.	.	.	.	Colon adenocarcinoma	JAAKS Dataset	Investigative	COLO 205	26.52	21.46	20.06	19.9
DCOGS3X	DM62UG5	Vemurafenib	Approved	34	DM2YGNW	Dactinomycin	Approved	34	.	.	.	.	Colon carcinoma	JAAKS Dataset	Investigative	KM12	42.46	36.35	33.04	33.04
DCYYZEV	DM62UG5	Vemurafenib	Approved	34	DM2YGNW	Dactinomycin	Approved	34	.	.	.	.	Invasive ductal carcinoma	JAAKS Dataset	Investigative	T-47D	11.95	17.76	14.42	15.82
DCI3XU9	DM62UG5	Vemurafenib	Approved	34	DM2YGNW	Dactinomycin	Approved	34	.	.	.	.	Invasive ductal carcinoma	JAAKS Dataset	Investigative	BT-549	27.66	31.04	28.12	28.58
DCCQAKR	DM62UG5	Vemurafenib	Approved	34	DM2YGNW	Dactinomycin	Approved	34	.	.	.	.	Invasive ductal carcinoma	JAAKS Dataset	Investigative	HS 578T	16.55	20.14	13.02	13.62
DC41RW6	DM62UG5	Vemurafenib	Approved	34	DM3BF9B	DFN-15	Phase 3	25	.	.	.	.	Breast adenocarcinoma	JAAKS Dataset	Investigative	MDA-MB-468	0.46	6.6	1.44	5.22
DC199T7	DM62UG5	Vemurafenib	Approved	34	DM3BF9B	DFN-15	Phase 3	25	.	.	.	.	Invasive ductal carcinoma	JAAKS Dataset	Investigative	HS 578T	9.3	13.03	6.42	6.38
DCFDC2E	DM62UG5	Vemurafenib	Approved	34	DM3BF9B	DFN-15	Phase 3	25	.	.	.	.	Invasive ductal carcinoma	JAAKS Dataset	Investigative	BT-549	0.92	2.54	0.21	0.24
DC27MQY	DM62UG5	Vemurafenib	Approved	34	DM3BH1Y	Lapatinib	Approved	34	.	.	.	.	Invasive ductal carcinoma	JAAKS Dataset	Investigative	T-47D	0.69	8.32	5.07	6.64
DCYHLFC	DM62UG5	Vemurafenib	Approved	34	DM4DOUB	PMID28460551-Compound-2	Patented	15.5	.	.	.	.	Carcinoma	JAAKS Dataset	Investigative	RXF 393	1.2	7.08	8.32	8.42
DC4NZOD	DM62UG5	Vemurafenib	Approved	34	DM4O2Z7	Cyclophosphamide	Approved	34	.	.	.	.	Carcinoma	JAAKS Dataset	Investigative	MCF7	1.63	3	1.86	1.21
DC3BO8Y	DM62UG5	Vemurafenib	Approved	34	DM4O2Z7	Cyclophosphamide	Approved	34	.	.	.	.	Colon carcinoma	JAAKS Dataset	Investigative	KM12	7.18	10.74	4.94	2.59
DCCOLKH	DM62UG5	Vemurafenib	Approved	34	DM4O2Z7	Cyclophosphamide	Approved	34	.	.	.	.	Invasive ductal carcinoma	JAAKS Dataset	Investigative	BT-549	3.07	3.1	0.84	0.59
DC0ZUOC	DM62UG5	Vemurafenib	Approved	34	DM2TEOL	Methotrexate	Phase 1/2 Trial	19	.	.	.	.	Colon carcinoma	JAAKS Dataset	Investigative	KM12	8.85	13.98	4.3	11.26
DC8B7IC	DM62UG5	Vemurafenib	Approved	34	DM2TEOL	Methotrexate	Phase 1/2 Trial	19	.	.	.	.	Invasive ductal carcinoma	JAAKS Dataset	Investigative	T-47D	1.4	4.5	0.43	0.57
DC5T96N	DM62UG5	Vemurafenib	Approved	34	DM5IXKQ	Vismodegib	Approved	34	.	.	.	.	Invasive ductal carcinoma	JAAKS Dataset	Investigative	BT-549	0.69	5.16	1.99	2.46
DC52GNO	DM62UG5	Vemurafenib	Approved	34	DM5JVS3	Isoniazid	Approved	34	.	.	.	.	Carcinoma	JAAKS Dataset	Investigative	MCF7	0.49	4.93	3.61	3.61
DCWEDQC	DM62UG5	Vemurafenib	Approved	34	DM5JVS3	Isoniazid	Approved	34	.	.	.	.	Colon carcinoma	JAAKS Dataset	Investigative	KM12	16.35	20.77	5.87	4.77
DCYIF6I	DM62UG5	Vemurafenib	Approved	34	DM5JVS3	Isoniazid	Approved	34	.	.	.	.	Invasive ductal carcinoma	JAAKS Dataset	Investigative	BT-549	1.8	4.98	3.91	2.14
DCSZDO8	DM62UG5	Vemurafenib	Approved	34	DM61TA4	Arsenic trioxide	Approved	34	.	.	.	.	Carcinoma	JAAKS Dataset	Investigative	RXF 393	0.74	3.62	5.47	5.32
